time,Open,High,Low,Close,Volume,fast_ema,slow_ema,sma_40,macd,macd_signal,macd_histogram,macd_diff,macd_histogram_diff,bullish_side,bearish_side,below_sma_40,potential_sell_signal,macd_diff_positive,positive_count,potential_buy_signal_1,potential_buy_signal_2,potential_buy_signal
2012-07-01,6.44,6.68,5.99,6.54,29018.063787940002,5.6225248254580045,5.375788839892483,,0.2467359855655218,0.07583420752100704,0.17090177804451473,0.07367677528994321,0.030951330778814512,1,0,0,0,1,0,0,1,1
2012-07-08,6.54,6.8,6.36,6.77,11053.35129873,5.799059467695234,5.4790637406411875,,0.3199957270540468,0.12466651142761499,0.1953292156264318,0.07325974148852499,0.024427437581917066,1,0,0,0,1,0,0,1,1
2012-07-15,6.77,7.69,6.55,7.4,8451.45154567,6.045358011126737,5.621355315408507,,0.42400269571823035,0.18453374828573807,0.23946894743249228,0.10400696866418357,0.044139731806060484,1,0,0,0,1,0,0,1,1
2012-07-22,7.4,9.2,7.14,8.64,17713.06120705,6.444533701722624,5.844958625378247,,0.5995750763443768,0.26754201389746585,0.33203306244691094,0.17557238062614644,0.09256411501441866,1,0,0,0,1,0,0,1,1
2012-07-29,8.64,9.0,8.1,8.72,9416.05377207,6.794605439919144,6.057924653128007,,0.7366807867911369,0.36136976847620006,0.37531101831493685,0.13710571044676012,0.04327795586802591,1,0,0,0,1,0,0,1,1
2012-08-05,8.72,12.0,8.54,10.4,12778.86625042,7.349281526085429,6.379559864007414,,0.9697216620780154,0.4830401471965632,0.48668151488145217,0.23304087528687845,0.11137049656651532,1,0,0,0,1,0,0,1,1
2012-08-12,10.4,12.49,10.29,11.69,12300.21633499,8.017084368226133,6.772925800006864,,1.2441585682192686,0.6352638314011043,0.6088947368181643,0.27443690614125327,0.12221322193671214,1,0,0,0,1,0,0,1,1
2012-08-19,11.69,16.41,7.8,8.57,19866.401420770002,8.10214831157596,6.906042407413763,,1.196105904162196,0.7474322459533227,0.4486736582088733,-0.04805266405707265,-0.16022107860929102,1,0,0,1,0,0,0,0,0
2012-08-26,8.57,10.71,7.1,10.5,25568.08264767,8.471048571333505,7.172261488346077,,1.2987870829874275,0.8577032133601437,0.44108386962728385,0.10268117882523153,-0.0075897885815894295,1,0,0,0,1,0,0,0,0
2012-09-02,10.5,11.93,9.49,10.14,18472.768762120002,8.727810329589888,7.392093970690812,,1.3357163588990755,0.95330584246793,0.38241051643114543,0.03692927591164796,-0.05867335319613842,1,0,0,0,1,0,0,0,0
2012-09-09,10.14,11.15,9.95,10.85,12808.17163143,9.054301048114521,7.648235158047049,,1.406065890067472,1.0438578519878385,0.36220803807963353,0.0703495311683966,-0.0202024783515119,1,0,0,0,1,0,0,0,0
2012-09-16,10.85,11.8,10.38,11.68,16002.02028549,9.458254733019979,7.9468844055991195,,1.5113703274208596,1.137360347074443,0.37400998034641675,0.10530443735338757,0.011801942266783216,1,0,0,0,1,0,0,1,1
2012-09-23,11.68,12.66,11.56,11.86,10047.95520777,9.82775400486306,8.236744819999185,,1.591009184863875,1.2280901146323293,0.3629190702315457,0.07963885744301535,-0.011090910114871066,1,0,0,0,1,0,0,0,0
2012-09-30,11.86,12.38,11.53,12.17,14790.92042662,10.188099542576436,8.5280970555548,6.8935,1.6600024870216359,1.3144725891101907,0.34552989791144517,0.0689933021577609,-0.01738917232010051,1,0,0,0,1,0,0,0,0
2012-10-07,12.17,12.99,11.5,11.75,26264.5702543,10.4283919206416,8.766756532921113,7.066250000000001,1.6616353877204872,1.38390514883225,0.2777302388882372,0.0016329006988513584,-0.06779965902320795,1,0,0,0,1,0,0,0,0
2012-10-14,11.75,12.26,10.42,11.84,11103.1453256,10.645562394389046,8.994404197149178,7.189749999999999,1.6511581972398677,1.4373557585137737,0.21380243872609395,-0.01047719048061957,-0.06392780016214328,1,0,0,1,0,0,0,0,0
2012-10-21,11.84,11.97,11.03,11.58,21098.79844731,10.7893220260215,9.185929812175164,7.300500000000001,1.6033922138463357,1.4705630495802864,0.1328291642660493,-0.047765983393532,-0.08097327446004465,1,0,0,1,0,0,0,0,0
2012-10-28,11.58,11.7,9.5,10.58,16542.40056097,10.757118637402808,9.28919427053256,7.3942499999999995,1.467924366870248,1.4700353130382788,-0.0021109461680308694,-0.1354678469760877,-0.13494011043408016,1,0,0,1,0,0,0,0,0
2012-11-04,10.58,11.05,10.32,10.53,15791.93307026,10.722177308571606,9.381105806048666,7.51,1.34107150252294,1.4442425509352113,-0.1031710484122712,-0.12685286434730791,-0.10106010224424034,1,0,0,1,0,0,0,0,0
2012-11-11,10.53,10.87,10.25,10.64,20482.1101197,10.709534645714436,9.474357227822837,7.633500000000001,1.2351774178915989,1.4024295243264888,-0.16725210643488997,-0.1058940846313412,-0.06408105802261876,1,0,0,1,0,0,0,0,0
2012-11-18,10.64,11.65,10.64,11.57,16441.84183567,10.84191393098914,9.629590025761885,7.784000000000001,1.2123239052272545,1.3644084005066421,-0.1520844952793876,-0.022853512664344322,0.015167611155502358,1,0,0,1,0,0,0,1,1
2012-11-25,11.57,12.35,11.03,12.21,24608.19388496,11.052388710836965,9.820731505335079,7.97975,1.231657205501886,1.337858161505691,-0.10620095600380508,0.019333300274631426,0.04588353927558253,1,0,0,0,1,0,0,1,1
2012-12-02,12.21,12.74,11.75,12.45,23997.32652389,11.267405832246663,10.015492134569518,8.167,1.2519136976771446,1.320669268739982,-0.06875557106283736,0.0202564921752586,0.03744538494096772,1,0,0,0,1,0,0,1,1
2012-12-09,12.45,13.59,12.32,13.18,23398.166369450002,11.5616510888241,10.249900124601405,8.37625,1.3117509642226945,1.3188856078365245,-0.007134643613829983,0.059837266545549994,0.06162092744900738,1,0,0,0,1,0,0,1,1
2012-12-16,13.18,13.94,13.03,13.27,27167.1884638,11.824473998235776,10.473611226482783,8.583,1.3508627717529933,1.3252810406198183,0.025581731133174967,0.03911180753029875,0.03271637474700495,1,0,0,0,1,0,0,1,1
2012-12-23,13.27,13.62,12.75,13.21,21264.17871865,12.037631844661043,10.676306691187762,8.782250000000001,1.361325153473281,1.3324898631905109,0.02883529028277021,0.010462381720287794,0.003253559149595242,1,0,0,0,1,0,0,1,1
2012-12-30,13.21,13.29,12.91,13.29,13810.40058052,12.230303868559345,10.86991360295163,9.001,1.3603902656077143,1.3380699436739518,0.022320321933762433,-0.0009348878655668358,-0.006514968349007777,1,0,0,1,0,0,0,0,0
2013-01-06,13.29,13.29,12.77,13.15,13702.06091691,12.371795581088676,11.03880889162188,9.2075,1.3329866894667965,1.3370532928325207,-0.004066603365724175,-0.027403576140917707,-0.026386925299486608,1,0,0,1,0,0,0,0,0
2013-01-13,13.15,14.19,13.04,13.94,24428.89239031,12.613057799382727,11.253711936686926,9.437000000000001,1.3593458626958004,1.3415118068051766,0.017834055890623812,0.02635917322900383,0.021900659256347987,1,0,0,0,1,0,0,1,1
2013-01-20,13.94,15.7,13.5,15.5,29839.63225954,13.057202753323846,11.568251793228637,9.7015,1.4889509600952096,1.3709996374631832,0.11795132263202635,0.12960509739940917,0.10011726674140253,1,0,0,0,1,0,0,1,1
2013-01-27,15.5,19.2,15.4,17.54,39235.73584685,13.746863868197101,12.010603512248737,10.010499999999999,1.7362603559483638,1.4440517811602194,0.29220857478814444,0.24730939585315426,0.1742572521561181,1,0,0,0,1,0,0,1,1
2013-02-03,17.54,21.0,17.43,20.24,28703.90991377,14.74580788847447,12.62018843726735,10.39375,2.12561945120712,1.5803653151695995,0.5452541360375205,0.3893590952587562,0.25304556124937605,1,0,0,0,1,0,0,1,1
2013-02-10,20.24,23.5,19.9,23.47,24485.62949909,16.08799129024763,13.423878182654953,10.85425,2.6641131075926765,1.7971148736542149,0.8669982339384616,0.5384936563855565,0.32174409790094116,1,0,0,0,1,0,0,1,1
2013-02-17,23.47,27.58,22.42,26.1,38721.22776123,17.628300322517227,14.362850169124956,11.38325,3.265450153392271,2.0907819296018264,1.1746682237904444,0.6013370457995943,0.3076699898519828,1,0,0,0,1,0,0,1,1
2013-02-24,26.1,31.49,25.25,30.28,34847.18756712,19.574715657514577,15.54189830474533,12.013250000000001,4.032817352769248,2.479189014235311,1.5536283385339371,0.7673671993769773,0.37896011474349267,1,0,0,0,1,0,0,1,1
2013-03-03,30.28,34.77,29.44,34.3,23581.30598062,21.84014401789695,16.93138731920864,12.744250000000001,4.908756698688311,2.965102551125911,1.9436541475624,0.875939345919063,0.39002580902846296,1,0,0,0,1,0,0,1,1
2013-03-10,34.3,49.17,33.0,46.2,48893.76817107,25.587814168989727,19.09943270297096,13.769499999999999,6.488381466018765,3.6697583341044817,2.8186231319142836,1.5796247673304542,0.8749689843518835,1,0,0,0,1,0,0,1,1
2013-03-17,46.2,48.38,36.0,47.09,24498.58731118,28.895842758375924,21.172808058306448,14.810999999999998,7.723034700069476,4.480413607297481,3.242621092771995,1.234653234050711,0.4239979608577116,1,0,0,0,1,0,0,1,1
2013-03-24,47.09,76.91,46.98,70.8,55579.97714122,35.34263618016425,24.84889635028375,16.427,10.4937398298805,5.683078851814085,4.810660978066415,2.7707051298110237,1.5680398852944197,1,0,0,0,1,0,0,1,1
2013-03-31,70.8,97.0,69.25,94.08,41014.37236237,44.37915369090821,29.977126250262728,18.618000000000002,14.402027440645483,7.426868569580365,6.975158871065118,3.908287610764983,2.1644978929987033,1,0,0,0,1,0,0,1,1
2013-04-07,94.08,160.0,93.5,158.28,51927.7738972,61.90236081538387,39.48104282431734,22.4115,22.42131799106653,10.425758453877599,11.995559537188932,8.019290550421047,5.020400666123813,1,0,0,0,1,0,0,1,1
2013-04-14,158.28,259.34,45.0,95.0,134249.01724971,66.99430530532481,43.59355817066421,24.617250000000002,23.400747134660605,13.020756190034199,10.379990944626407,0.979429143594075,-1.615568592562525,1,0,0,0,1,0,0,0,0
2013-04-21,95.0,140.2,49.8,121.36,152774.27434807,75.35825833527484,49.3540353432076,27.466250000000002,26.00422299206724,15.617449550440808,10.386773441626433,2.603475857406636,0.006782497000026311,1,0,0,0,1,0,0,1,1
2013-04-28,121.37,170.28,116.0,133.21,81359.93731449,84.2585262836941,55.565588280747775,30.580499999999994,28.69293800294632,18.232547240941912,10.460390762004408,2.688715010879079,0.0736173203779753,1,0,0,0,1,0,0,1,1
2013-05-05,133.18,151.65,81.5,115.63,113467.97181117,89.08490685543346,60.014803963655346,33.253249999999994,29.070102891778113,20.400058371109154,8.67004452066896,0.37716488883179267,-1.790346241335449,1,0,0,0,1,0,0,0,0
2013-05-12,115.88,123.97,98.77,113.4,66536.58662732,92.825690416136,63.9692629293105,35.828250000000004,28.856427486825496,22.091332194252423,6.765095292573072,-0.2136754049526175,-1.9049492280958873,1,0,0,1,0,0,0,0,0
2013-05-19,113.4,118.98,101.72,116.49,51502.21385904,96.46635342903815,67.85968789750973,38.44825,28.60666553152842,23.394398861707625,5.212266669820796,-0.24976195529707468,-1.5528286227522763,1,0,0,1,0,0,0,0,0
2013-05-26,116.49,130.21,114.03,129.75,48764.44711814,101.58691443995536,72.44415546065716,41.47775,29.142758979298208,24.544070885225743,4.598688094072465,0.5360934477697867,-0.6135785757483312,1,0,0,0,1,0,0,0,0
2013-06-02,130.22,131.0,117.02,120.0,56035.4676202,104.41969683380839,75.96681061171958,44.215250000000005,28.452886222088807,25.32583395259836,3.1270522694904486,-0.6898727572094003,-1.471635824582016,1,0,0,1,0,0,0,0,0
2013-06-09,120.0,125.01,90.0,99.94,78509.31905718,103.73051270553017,77.74260241825887,46.460249999999995,25.987910287271305,25.458249219532952,0.5296610677383526,-2.4649759348175024,-2.597391201752096,1,0,0,1,0,0,0,0,0
2013-06-16,98.5,111.18,93.1,100.3,54642.42930566,103.202741520064,79.4135207576471,48.6965,23.78922076241689,25.124443528109744,-1.3352227656928548,-2.198689524854416,-1.8648838334312074,1,0,0,1,0,0,0,0,0
2013-06-23,100.3,108.18,90.0,100.38,48843.03394826,102.7684735939003,80.96659329411769,50.914,21.80188029978261,24.45993088244432,-2.6580505826617085,-1.987340462634279,-1.3228278169688537,1,0,0,1,0,0,0,0,0
2013-06-30,100.38,102.3,86.2,89.0,49941.59839989,100.65024688714641,81.56166045751638,52.842499999999994,19.088586429630027,23.38566199188146,-4.2970755622514325,-2.713293870152583,-1.639024979589724,1,0,0,1,0,0,0,0,0
2013-07-07,89.01,90.16,63.0,68.96,131838.55336514,95.77482428912387,80.62820412732998,54.262249999999995,15.14662016179389,21.73785362586395,-6.591233464070058,-3.9419662678361362,-2.2941579018186253,1,0,0,1,0,0,0,0,0
2013-07-14,68.94,100.0,68.6,92.33,123009.03186025,95.24485132156634,81.49500382160184,56.27675000000001,13.749847499964503,20.14025240068406,-6.390404900719556,-1.396772661829388,0.2008285633505018,1,0,0,1,0,0,0,1,1
2013-07-21,92.32,95.0,77.0,85.12,68102.02529049,93.68718188747921,81.76352205703874,58.10875,11.92365983044047,18.49693388663534,-6.573274056194869,-1.8261876695240318,-0.1828691554753128,1,0,0,1,0,0,0,0,0
2013-07-28,85.12,92.5,82.0,91.55,56477.61600172,93.35838467402088,82.48844634910995,60.10799999999999,10.869938324910933,16.971534774290458,-6.1015964493795245,-1.0537215055295377,0.4716776068153443,1,0,0,1,0,0,0,1,1
2013-08-04,91.55,101.0,90.54,96.61,71592.50540095,93.85863318570998,83.53448736028699,62.25875,10.324145825422988,15.642056984516964,-5.317911159093976,-0.5457924994879448,0.7836852902855487,1,0,0,1,0,0,0,1,1
2013-08-11,96.61,98.98,90.0,94.0,59035.25251468,93.88038192636998,84.30971051878424,64.34549999999999,9.570671407585735,14.42777986913072,-4.8571084615449855,-0.7534744178372534,0.4608026975489903,1,0,0,1,0,0,0,1,1
2013-08-18,94.0,101.0,93.31,99.28,65252.84491274,94.71109239923614,85.41862085072616,66.5615,9.29247154850998,13.400718205006573,-4.108246656496593,-0.2781998590757553,0.7488618050483922,1,0,0,1,0,0,0,1,1
2013-08-25,99.28,114.0,98.96,112.18,89890.323711,97.3986166455075,87.40094523215384,69.07675,9.997671413353657,12.720108846675991,-2.722437433322334,0.7051998648436779,1.3858092231742596,1,0,0,0,1,0,0,1,1
2013-09-01,112.18,134.95,110.27,130.78,95706.11127505,102.53421408466019,90.61420854829059,72.04100000000001,11.920005536369601,12.560088184614715,-0.6400826482451141,1.9223341230159434,2.0823547850772197,1,0,0,0,1,0,0,1,1
2013-09-08,130.79,132.0,115.21,118.5,92798.87059027,104.9904888408663,92.67982272989869,74.69225,12.310666110967617,12.510203769885296,-0.19953765891767894,0.39066057459801584,0.44054498932743513,1,0,0,0,1,0,0,1,1
2013-09-15,118.31,128.79,115.0,125.13,89369.79132401,108.08887517304072,95.08353956472101,77.491,13.005335608319712,12.60923013757218,0.396105470747532,0.6946694973520948,0.5956431296652109,1,0,0,0,1,0,0,1,1
2013-09-22,125.13,128.0,121.16,122.95,57807.63276795,110.375202069496,97.14772181918612,80.233,13.227480250309881,12.73288016011972,0.49460009019016127,0.2221446419901696,0.09849461944262927,1,0,0,0,1,0,0,1,1
2013-09-29,122.94,128.8,121.54,127.86,57933.64386655,113.06517098188124,99.4227053881353,83.09925000000001,13.64246559374594,12.914797246844966,0.7276683469009733,0.414985343436058,0.233068256710812,1,0,0,0,1,0,0,1,1
2013-10-06,127.81,128.08,85.0,122.28,126688.73807656999,114.48283698466875,101.1158383223475,85.824,13.366998662321251,13.005237529940224,0.3617611323810266,-0.27546693142468825,-0.3659072145199467,1,0,0,1,0,0,0,0,0
2013-10-13,122.28,132.96,120.11,130.94,82062.78312559,117.01470821779662,103.3250354836551,88.76875,13.689672734141524,13.142124570780485,0.5475481633610393,0.3226740718202734,0.1857870309800127,1,0,0,0,1,0,0,1,1
2013-10-20,130.94,172.0,130.65,165.0,154603.32041298,124.39706079967407,107.89355137375472,92.54525,16.503509425919347,13.814401541808259,2.6891078841110883,2.813836691777823,2.141559720750049,1,0,0,0,1,0,0,1,1
2013-10-27,165.0,206.6,156.2,193.79,206145.51192595,135.0728975997242,114.25625127199511,97.0025,20.81664632772909,15.214850498992426,5.6017958287366625,4.313136901809742,2.9126879446255742,1,0,0,0,1,0,0,1,1
2013-11-03,193.79,208.0,190.8,207.75,89801.23940814,146.2539902766897,121.18171414073622,101.75775,25.072276135953487,17.18633562638464,7.885940509568847,4.255629808224398,2.284144680832185,1,0,0,0,1,0,0,1,1
2013-11-10,207.75,363.65,206.33,299.9,305286.65345593,169.89183792642976,134.42010568586687,108.74925,35.471732240562886,20.84341494922029,14.628317291342597,10.3994561046094,6.74237678177375,1,0,0,0,1,0,0,1,1
2013-11-17,299.3,473.42,296.2,464.07,196265.60123774,215.15001670697902,158.83861637580264,119.76424999999999,56.31140033117637,27.93701202561151,28.374388305564864,20.839668090613486,13.746071014222267,1,0,0,0,1,0,0,1,1
2013-11-24,463.0,874.81,378.0,822.5,287199.29391104,308.5884756751361,207.99871886648393,139.67424999999997,100.5897568086522,42.46756098221965,58.122195826432545,44.278356477475825,29.74780752086768,1,0,0,0,1,0,0,1,1
2013-12-01,824.0,1163.0,770.1,912.15,185822.45829984001,401.44409480203825,260.15807302452214,161.721,141.2860217775161,62.23125314127894,79.05476863623717,40.696264968863915,20.932572809804626,1,0,0,0,1,0,0,1,1
2013-12-08,911.68,1153.27,542.38,727.32,300118.32540561,451.5788494478785,294.76266020789086,179.04649999999998,156.81618923998764,81.14824036102068,75.66794887896695,15.530167462471525,-3.3868197572702172,1,0,0,0,1,0,0,0,0
2013-12-15,727.32,989.6,727.32,854.92,136197.29136675,513.6313341482049,336.25579648878784,199.2645,177.3755376594171,100.39369982069996,76.98183783871713,20.559348419429455,1.313888959750173,1,0,0,0,1,0,0,1,1
2013-12-22,854.93,869.98,382.21,625.0,372913.32966174,530.7649750484811,357.6442560081369,213.71224999999998,173.12071904034423,114.93910366462882,58.18161537571541,-4.254818619072864,-18.800222463001717,1,0,0,1,0,0,0,0,0
2013-12-29,625.0,764.32,607.77,710.0,97000.80192259,558.3395942717917,383.74468148901565,229.69225,174.59491278277608,126.87026548825827,47.72464729451781,1.4741937424318508,-10.456968081197601,1,0,0,0,1,0,0,0,0
2014-01-05,710.0,919.9,709.0,908.0,84175.63192655,612.1335028453623,422.5784087861256,250.04025000000001,189.5550940592367,139.40723120245394,50.14786285678275,14.960181276460617,2.423215562264943,1,0,0,0,1,0,0,1,1
2014-01-12,905.37,995.0,765.0,858.97,157629.65831667001,650.1083485614604,454.90371183900515,267.5575,195.20463672245523,150.5667123064542,44.63792441600103,5.64954266321854,-5.509938440781724,1,0,0,0,1,0,0,0,0
2014-01-19,858.97,864.0,765.0,824.99,81402.79251972,677.0132180135435,482.3175109620418,285.80724999999995,194.69570705150164,159.3925112554637,35.303195796037954,-0.5089296709535915,-9.334728619963073,1,0,0,1,0,0,0,0,0
2014-01-26,824.99,845.0,767.02,826.71,64652.52649632,700.043492165306,507.8280657055943,303.441,192.2154264597117,165.9570942963133,26.258332163398393,-2.480280591789949,-9.044863632639562,1,0,0,1,0,0,0,0,0
2014-02-02,824.03,827.38,725.0,819.11,84792.57850357999,718.3614164475666,530.8859867644392,320.5885,187.47542968312746,170.26076137367613,17.214668309451326,-4.739996776584235,-9.043663853947066,1,0,0,1,0,0,0,0,0
2014-02-09,820.2,820.2,619.0,704.0,134572.68138767,716.1519677633255,543.7092470041104,335.29775,172.44272075921515,170.69715325078394,1.7455675084312077,-15.03270892391231,-15.469100801020119,1,0,0,1,0,0,0,0,0
2014-02-16,704.0,720.0,530.0,616.77,263456.41143878,700.8624342612754,549.1211546334355,347.88199999999995,151.74127962783996,166.90597852619516,-15.164698898355198,-20.70144113137519,-16.910266406786405,1,0,0,1,0,0,0,0,0
2014-02-23,616.77,664.99,530.01,626.27,154295.58207555,689.3866751441561,554.8358839198477,360.62649999999996,134.55079122430845,160.4349410658178,-25.884149841509355,-17.190488403531504,-10.719450943154158,1,0,0,1,0,0,0,0,0
2014-03-02,625.47,629.0,400.0,561.9,280720.5421283,669.7733405065936,555.3591517776367,371.43025,114.4141887289569,151.23079059844565,-36.81660186948875,-20.136602495351553,-10.932452027979394,1,0,0,1,0,0,0,0,0
2014-03-09,561.8,710.0,553.0,643.3,158181.95647496,665.7005188901946,561.8732886829969,384.51275,103.82723020719777,141.75007852019607,-37.9228483129983,-10.58695852175913,-1.1062464435095478,1,0,0,1,0,0,0,0,0
2014-03-16,643.3,656.95,609.0,632.31,56651.4438795,660.5635159840109,567.0908228546267,397.822,93.4726931293842,132.0946014420337,-38.62190831264951,-10.354537077813575,-0.6990599996512117,1,0,0,1,0,0,0,0,0
2014-03-23,632.31,634.99,541.0,564.99,83562.13321163,645.8598981403169,566.9352063468766,409.43925,78.92469179344027,121.46061951231502,-42.535927718874746,-14.548001335943923,-3.9140194062252363,1,0,0,1,0,0,0,0,0
2014-03-30,564.89,592.6,436.0,452.74,152782.2824222,616.1491445802681,558.4763021730339,418.24825,57.67284240723416,108.70306409129884,-51.030221684064685,-21.251849386206118,-8.49429396518994,1,0,0,1,0,0,0,0,0
2014-04-06,453.99,509.98,416.11,457.71,135007.08133841,591.7738915679191,551.0121316416981,427.466,40.761759926220975,95.11480325828327,-54.3530433320623,-16.91108248101318,-3.322821647997614,1,0,0,1,0,0,0,0,0
2014-04-13,459.92,464.19,339.79,410.59,135335.89053696,563.8994467113162,540.6104922608316,436.00675,23.28895445048454,80.74963349672353,-57.460679046238994,-17.472805475736436,-3.107635714176695,1,0,1,1,0,0,0,0,0
2014-04-20,412.69,548.0,408.0,497.04,144602.82881739,553.6133779864983,537.3830483896589,446.1245,16.230329596839397,67.84577271674671,-51.61544311990731,-7.058624853645142,5.845235926331682,1,0,0,1,0,0,0,1,1
