time,type,price,units,capital_after
2024-06-09,BUY,69647.9921875,0.14357915692786818,10000.0
2024-09-29,SELL,65635.3046875,0.14357915692786818,9423.861711735004
2024-11-03,BUY,68741.1171875,0.13709206508864616,9423.861711735004
2024-11-23,SELL,97777.28125,0.13709206508864616,13404.489405315862
2025-02-28,BUY,84373.0078125,0.15887177372062306,13404.48940531586
2025-04-24,SELL,93943.796875,0.15887177372062306,14925.017639581176
